"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Hunter Luepke","DAL","RB","16391","weighted",NA,NA,NA,NA,NA,NA,3.53838440111421,2.03889946039304,0.00298978644382544,0.00563312787990199,0,0,NA,NA,NA,NA,NA,NA,0,0,0.471439182915506,0.242224498835786,3.40428969359332,1.78964809181427,0.0333519034354689,0.0543875530897724,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-02-28,NA,NA,NA,NA
"Corey Kiner","NE","RB","17274","weighted",NA,NA,NA,NA,NA,NA,4.86984215413185,1.29976669881946,0.00896935933147632,0.016899383639706,0,0,NA,NA,NA,NA,NA,NA,0,0,0.150826369545033,0.0957631739583339,0.877010213556175,0.89636188787327,0.00298978644382544,0.00563312787990199,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-01-21,NA,NA,NA,NA
"Travis Homer","PIT","RB","14083","weighted",NA,NA,NA,NA,NA,NA,3.54936,2.05768073325285,0.00858666666666667,0.014142135623731,0,0,NA,NA,NA,NA,NA,NA,0,0,0.614666666666667,0.353553390593274,4.88549333333333,2.44658946290546,0.0171733333333333,0.0282842712474619,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1998-08-07,NA,NA,NA,NA
"Dylan Laube","LVR","RB","16613","weighted",NA,NA,NA,NA,NA,NA,3.08926380368098,2.09516459443911,0.0128855002359604,0.0153552706585286,0,0,NA,NA,NA,NA,NA,NA,0,0,0.284054192229039,0.184574023795826,2.004836400818,1.00767440018262,0.00882382616232614,0.0101544510645404,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-12-14,NA,NA,NA,NA
"Ronnie Rivers","LAR","RB","15726","weighted",NA,NA,NA,NA,NA,NA,3.53636363636364,2.08596500450032,0.00496147919876733,0.00707106781186548,0,0,NA,NA,NA,NA,NA,NA,0,0,0.100770416024653,0.14142135623731,0.503852080123267,0.707106781186547,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-01-31,"Q","Calf",2026,3
"Roschon Johnson","CHI","RB","16175","weighted",NA,NA,NA,NA,NA,NA,2.95894440534835,1.66435254058977,0.0242083040112597,0.049580954738787,0,0,NA,NA,NA,NA,NA,NA,0,0,0.146375791695989,0.16704192178447,0.544264602392681,0.428463910544541,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-01-31,NA,NA,NA,NA
"Michael Burton","CLE","RB","12325","weighted",NA,NA,NA,NA,NA,NA,1.72848043676069,1.82371342426095,0.07024567788899,0.0561970467865946,0,0,NA,NA,NA,NA,NA,NA,0,0,0.30154686078253,0.0960297849256689,1.8589626933576,0.733323317576471,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1992-02-01,NA,NA,NA,NA
"Tahj Brooks","CIN","RB","17058","weighted",NA,NA,NA,NA,NA,NA,3.11441206543967,0.114735203981189,0.00982910406655397,0.00997818086225264,0,0,NA,NA,NA,NA,NA,NA,0,0,0.17959100204499,0.0798157940738708,1.38800613496933,0.38910199611012,0.00460590864180511,0.00502579601583385,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-05-13,NA,NA,NA,NA
"Rasheen Ali","BAL","RB","16746","weighted",NA,NA,NA,NA,NA,NA,2.38431571428571,0.604650911781243,0.00443463696369637,0.00845183341677655,0,0,NA,NA,NA,NA,NA,NA,0,0,0.37796,0.156048489200555,2.85296857142857,0.957114370474308,0.0316517452039486,0.0411828730768787,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-02-16,NA,NA,NA,NA
"Tyler Badie","DEN","RB","15718","weighted",NA,NA,NA,NA,NA,NA,2.16907302038881,0.67295333554562,0.00359823103397155,0.00481085324115796,0,0,NA,NA,NA,NA,NA,NA,0,0,0.711261261261261,0.33040678362602,5.61773352299668,3.63868381476505,0.00753039933638489,0.00983019502866655,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-02-07,NA,NA,NA,NA
"Julius Chestnut","TEN","RB","15965","weighted",NA,NA,NA,NA,NA,NA,2.07220338983051,1.32228968081884,0.00496147919876733,0.00707106781186548,0,0,NA,NA,NA,NA,NA,NA,0,0,0.114114021571649,0.162634559672906,0.684684129429892,0.975807358037435,0.00496147919876733,0.00707106781186548,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-10-26,NA,NA,NA,NA
"Kyle Juszczyk","SF","RB","11367","weighted",NA,NA,NA,NA,NA,NA,0.719535538353272,1.19718820629951,0.0045320197044335,0.00969135695977872,0,0,NA,NA,NA,NA,NA,NA,0,0,1.51062631949331,0.506538776711336,14.2345672061928,5.40802686809526,0.162364532019704,0.106450860236495,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-04-23,NA,NA,NA,NA
"Kene Nwangwu","NYJ","RB","15414","weighted",NA,NA,NA,NA,NA,NA,1.09451431492843,0.0947812554627216,0.00484015999037652,0.0049928008003686,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-02-09,"Q","Back",2026,3
"Alec Ingold","LAC","RB","14420","weighted",NA,NA,NA,NA,NA,NA,1.04465331278891,0.0636396103067893,0.00496147919876733,0.00707106781186548,0,0,NA,NA,NA,NA,NA,NA,0,0,0.504961479198767,0.00707106781186548,2.92779661016949,1.32228968081884,0.00992295839753467,0.014142135623731,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-07-09,NA,NA,NA,NA
"Reggie Gilliam","NE","RB","15103","weighted",NA,NA,NA,NA,NA,NA,1.03969183359014,0.0565685424949239,0.00496147919876733,0.00707106781186548,0,0,NA,NA,NA,NA,NA,NA,0,0,0.469460708782743,0.0989949493661166,2.93771956856703,1.33643181644257,0.00992295839753467,0.014142135623731,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-08-20,NA,NA,NA,NA
"Andrew Beck","NYJ","RB","14319","weighted",NA,NA,NA,NA,NA,NA,0.138569989929507,0.23315558737833,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.233937562940584,0.249419170045613,1.94078549848943,1.98458303861625,0.0675730110775428,0.0573420826465715,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-05-15,NA,NA,NA,NA
"Jaxon Smith-Njigba","SEA","WR","16185","weighted",NA,NA,NA,NA,NA,NA,2.22187428571429,0.392960051872672,0.00368,0.00867836678960997,0,0,NA,NA,NA,NA,NA,NA,0,0,6.76924571428571,0.540743968616395,99.4373028571429,11.6971109591463,0.862685714285714,0.292713773250559,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-02-14,NA,NA,NA,NA
"Puka Nacua","LAR","WR","16211","weighted",NA,NA,NA,NA,NA,NA,3.84715504978663,1.01095449103916,0.0582788051209104,0.0526117105891861,0,0,NA,NA,NA,NA,NA,NA,0,0,6.83728307254623,0.122087964134615,90.5184921763869,2.87706230262788,0.338819345661451,0.220852345034503,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-05-29,"O","Hip",2026,3
"Chris Olave","NO","WR","15754","weighted",NA,NA,NA,NA,NA,NA,0.359349714285714,0.531228044436559,0.002216,0.00422600010486119,0,0,NA,NA,NA,NA,NA,NA,0,0,6.13084571428571,0.480366974614705,80.7944685714286,8.72207075333424,0.756857142857143,0.27815828512255,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-06-27,NA,NA,NA,NA
"Amon-Ra St. Brown","DET","WR","15287","weighted",NA,NA,NA,NA,NA,NA,0.98448,0.968070231054382,0.00368,0.00867836678960997,0,0,NA,NA,NA,NA,NA,NA,0,0,7.31872,0.367161008077663,87.04008,3.14583513644392,0.909554285714286,0.164865202989177,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-10-24,NA,NA,NA,NA
"CeeDee Lamb","DAL","WR","14832","weighted",NA,NA,NA,NA,NA,NA,2.01145142857143,1.74137040648299,0.00736,0.0173567335792199,0,0,NA,NA,NA,NA,NA,NA,0,0,6.55312,0.459150871707106,84.7058514285714,6.41268523969187,0.553462857142857,0.367018781779527,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-04-08,NA,NA,NA,NA
"Zay Flowers","BAL","WR","16190","weighted",NA,NA,NA,NA,NA,NA,2.89244571428571,0.561134741462863,0.00368,0.00867836678960997,0.1,0,NA,NA,NA,NA,NA,NA,0,0,4.79785142857143,0.632378194182227,76.06736,9.69489928181665,0.376857142857143,0.212857389553545,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-09-11,"Q","Hamstring",2026,3
"Ja'Marr Chase","CIN","WR","15281","weighted",NA,NA,NA,NA,NA,NA,0.708114285714286,0.397938693295541,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,6.90765714285714,0.148640999248059,83.41864,2.29790694192625,0.605554285714286,0.3691509179124,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-03-01,NA,NA,NA,NA
"Alec Pierce","IND","WR","15768","weighted",NA,NA,NA,NA,NA,NA,0.0382408724513988,0.0496857605968394,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,3.43677098150782,1.25698203376298,62.1297652916074,21.9276704809446,0.38760135553987,0.217387020226717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-05-02,"D","Heel",2026,3
"DeVonta Smith","PHI","WR","15282","weighted",NA,NA,NA,NA,NA,NA,0.0319771428571429,0.0464964398442343,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,5.81886857142857,0.428027443041597,76.2758742857143,5.48553724758136,0.303302857142857,0.168771337590756,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-11-14,NA,NA,NA,NA
"Justin Jefferson","MIN","WR","14836","weighted",NA,NA,NA,NA,NA,NA,0.325142857142857,0.402636974071912,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,5.81313142857143,0.740210747237062,73.65488,8.90999256911526,0.341028571428571,0.204480666606602,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-06-16,NA,NA,NA,NA
"Rashee Rice","KC","WR","16194","weighted",NA,NA,NA,NA,NA,NA,1.17931428571429,0.71641994006918,0.0383428571428571,0.0544487543636335,0,0,NA,NA,NA,NA,NA,NA,0,0,5.40620571428571,0.987138664982933,65.1585028571428,10.0023243987249,0.611177142857143,0.382360140902479,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-04-22,NA,NA,NA,NA
"Christian Watson","GB","WR","15789","weighted",NA,NA,NA,NA,NA,NA,1.31804571428571,0.865501011923841,0.00368,0.00867836678960997,0,0,NA,NA,NA,NA,NA,NA,0,0,4.06342857142857,0.543298483795464,66.8316342857143,9.25400458855148,0.8316,0.244352163588423,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-05-12,NA,NA,NA,NA
"Malik Nabers","NYG","WR","16615","weighted",NA,NA,NA,NA,NA,NA,0.329942857142857,0.422351924618609,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,5.31980571428571,0.800578422072814,66.3843542857143,8.36515660928824,0.489714285714286,0.28849901230625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-07-28,"Q","Shoulder",2026,3
"Drake London","ATL","WR","15751","weighted",NA,NA,NA,NA,NA,NA,0.364457142857143,0.39711350507987,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,5.50844571428571,0.517793889248065,71.49072,4.67909486526395,0.36624,0.224420317669005,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-07-24,NA,NA,NA,NA
"George Pickens","DAL","WR","15762","weighted",NA,NA,NA,NA,NA,NA,0.0281857142857143,0.0838237073966685,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,5.21870857142857,0.218529422784597,72.1584914285714,4.51696511108761,0.33216,0.179774963298183,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-03-04,NA,NA,NA,NA
"Nico Collins","HOU","WR","15290","weighted",NA,NA,NA,NA,NA,NA,0.845714285714286,0.502592856315219,0.0196571428571429,0.04450285240797,0,0,NA,NA,NA,NA,NA,NA,0,0,4.60922285714286,1.00345564434564,63.8310171428571,8.25997626414737,0.290422857142857,0.163112576350082,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-19,"Q","Hamstring",2026,3
"Matthew Golden","GB","WR","17075","weighted",NA,NA,NA,NA,NA,NA,2.03699428571429,0.648215890580451,0.00368,0.00867836678960997,0,0,NA,NA,NA,NA,NA,NA,0,0,3.92766857142857,0.579774536844995,53.2305942857143,11.8115520781136,0.224045714285714,0.160763008642038,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-08-01,NA,NA,NA,NA
"Tetairoa McMillan","CAR","WR","17071","weighted",NA,NA,NA,NA,NA,NA,0.0291571428571429,0.0463491999905743,0,0,0.163142857142857,0.0433796745234402,NA,NA,NA,NA,NA,NA,0,0,4.49574857142857,0.418580520232418,64.5611885714286,7.87513881237913,0.287714285714286,0.162975384550241,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-04-05,NA,NA,NA,NA
"Parker Washington","JAC","WR","16192","weighted",NA,NA,NA,NA,NA,NA,2.14545142857143,2.01264228583747,0.00736,0.0173567335792199,0,0,NA,NA,NA,NA,NA,NA,0,0,4.89709714285714,0.411166561328315,67.0171885714286,4.90873441135147,0.376274285714286,0.207163166226845,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-03-21,NA,NA,NA,NA
"Garrett Wilson","NYJ","WR","15753","weighted",NA,NA,NA,NA,NA,NA,0.7256,0.636244292300816,0.00184,0.00433918339480499,0,0,NA,NA,NA,NA,NA,NA,0,0,5.42296,0.576360712883177,63.5019314285714,4.8535957564142,0.398057142857143,0.231438669812291,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-07-22,NA,NA,NA,NA
"Jaylen Waddle","DEN","WR","15284","weighted",NA,NA,NA,NA,NA,NA,0.850514285714286,0.47746374522003,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,4.60185142857143,0.459612630082968,61.0904457142857,5.6735885778731,0.208937142857143,0.12537872145175,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-11-25,NA,NA,NA,NA
"Tee Higgins","CIN","WR","14835","weighted",NA,NA,NA,NA,NA,NA,0.0291571428571429,0.0463491999905743,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,4.16787428571429,0.154414507085402,61.8539542857143,4.30277782314204,0.402605714285714,0.229586714227821,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-01-18,NA,NA,NA,NA
"Courtland Sutton","DEN","WR","13630","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,3.96734857142857,0.691449453130442,49.4577485714286,9.24961110052838,0.256765714285714,0.146373042267555,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-10-10,NA,NA,NA,NA
"Emeka Egbuka","TB","WR","17081","weighted",NA,NA,NA,NA,NA,NA,0.527268571428571,0.611326116212589,0.00184,0.00433918339480499,0,0,NA,NA,NA,NA,NA,NA,0,0,3.79802285714286,0.232673197896254,53.8615542857143,5.39221780607313,0.300628571428571,0.181812384708962,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-10-14,NA,NA,NA,NA
"Jalen Coker","CAR","WR","16809","weighted",NA,NA,NA,NA,NA,NA,0.0525428571428571,0.0503743267466602,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,4.16294857142857,0.909227710204335,50.7483314285714,11.081310315486,0.305817142857143,0.198086436991902,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-10-30,NA,NA,NA,NA
"Jameson Williams","DET","WR","15756","weighted",NA,NA,NA,NA,NA,NA,3.17438857142857,1.08487917560856,0.0260457142857143,0.0431476951478429,0,0,NA,NA,NA,NA,NA,NA,0,0,3.57172571428571,0.360186378571568,57.9323428571428,3.86353390125075,0.295074285714286,0.164587418034148,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-03-26,NA,NA,NA,NA
"Ladd McConkey","LAC","WR","16627","weighted",NA,NA,NA,NA,NA,NA,0.0583142857142857,0.0926983999811486,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,4.62926857142857,0.30886230277865,58.7260685714286,3.62372249305229,0.331577142857143,0.188270955231913,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-11-11,NA,NA,NA,NA
"Terry McLaurin","WAS","WR","14109","weighted",NA,NA,NA,NA,NA,NA,0.378531428571429,0.500102019585543,0.00231,0.00422563747098991,0,0,NA,NA,NA,NA,NA,NA,0,0,3.59954285714286,0.399587339132392,48.84376,7.88747182300963,0.249405714285714,0.146567485168587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1995-09-15,NA,NA,NA,NA
"Davante Adams","LAR","WR","11675","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,3.93830857142857,0.167944509044789,54.0058857142857,4.61160906582498,0.407005714285714,0.23895730339143,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-12-24,NA,NA,NA,NA
"Carnell Tate","TEN","WR","17497","weighted",NA,NA,NA,NA,NA,NA,0.438314285714286,0.377030816263133,0,0,0.0320571428571429,0.0411664974129482,NA,NA,NA,NA,NA,NA,0,0,3.7916,0.154153079517699,48.7569485714286,6.17294617209009,0.186605714285714,0.108426190495591,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2005-01-19,NA,NA,NA,NA
"Romeo Doubs","NE","WR","15779","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,3.73699428571429,0.500461017718596,53.3092571428571,5.44826112785311,0.228594285714286,0.131376233980913,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-04-13,NA,NA,NA,NA
"D.J. Moore","BUF","WR","13635","weighted",NA,NA,NA,NA,NA,NA,2.28598862019915,0.385854679358218,0.00458036984352774,0.0097298535306984,0,0,NA,NA,NA,NA,NA,NA,0,0,3.72328591749644,0.34407902329986,51.4805120910384,5.01301660309344,0.281209103840683,0.187039891606681,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-04-14,"Q","Shoulder - AC Joint",2026,3
"Jakobi Meyers","JAC","WR","14127","weighted",NA,NA,NA,NA,NA,NA,1.33497142857143,0.39946188937967,0.00184,0.00433918339480499,0,0,NA,NA,NA,NA,NA,NA,0,0,3.68412571428571,0.875678280041055,43.3752342857143,7.99730355431454,0.24912,0.134831222473638,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-11-09,NA,NA,NA,NA
"Mike Evans","SF","WR","11671","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,3.87876571428571,0.621782733629673,51.5593257142857,8.32051943520479,0.576765714285714,0.254425617434291,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1993-08-21,"Q","Hip",2026,3
"Michael Wilson","ARI","WR","16206","weighted",NA,NA,NA,NA,NA,NA,0.0535142857142857,0.0503010335731312,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,4.22514285714286,0.452746384345516,51.0021257142857,3.23225872555035,0.22704,0.128108522334326,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-02-23,NA,NA,NA,NA
